 Time (GMT), Time (LCT at India Standard Time),Reservoir Level (m msl),Reservoir Capacity  (mcm),Reservoir Area(KM2),Spillway DISCHARGE (M3/S)
20:00.0, 26-Oct-2022 20:50:00.000,437.618988,712.6560059,24.04999924,0
30:00.0, 26-Oct-2022 21:00:00.000,437.6199951,712.6799927,24.05999947,0
40:00.0, 26-Oct-2022 21:10:00.000,437.6199951,712.6799927,24.05999947,0
50:00.0, 26-Oct-2022 21:20:00.000,437.6199951,712.6799927,24.05999947,0
00:00.0, 26-Oct-2022 21:30:00.000,437.6199951,712.6799927,24.05999947,0
10:00.0, 26-Oct-2022 21:40:00.000,437.6220093,712.7039795,24.05999947,0
20:00.0, 26-Oct-2022 21:50:00.000,437.6220093,712.7280273,24.05999947,0
30:00.0, 26-Oct-2022 22:00:00.000,437.6220093,712.7280273,24.05999947,0
40:00.0, 26-Oct-2022 22:10:00.000,437.6229858,712.7520142,24.05999947,0
50:00.0, 26-Oct-2022 22:20:00.000,437.6239929,712.776001,24.05999947,0
00:00.0, 26-Oct-2022 22:30:00.000,437.6239929,712.776001,24.05999947,0
10:00.0, 26-Oct-2022 22:40:00.000,437.625,712.7999878,24.05999947,0
20:00.0, 26-Oct-2022 22:50:00.000,437.625,712.7999878,24.05999947,0
30:00.0, 26-Oct-2022 23:00:00.000,437.6229858,712.776001,24.05999947,0
40:00.0, 26-Oct-2022 23:10:00.000,437.6239929,712.776001,24.05999947,0
50:00.0, 26-Oct-2022 23:20:00.000,437.6239929,712.776001,24.05999947,0
00:00.0, 26-Oct-2022 23:30:00.000,437.6239929,712.776001,24.05999947,0
10:00.0, 26-Oct-2022 23:40:00.000,437.6239929,712.776001,24.05999947,0
20:00.0, 26-Oct-2022 23:50:00.000,437.6260071,712.8239746,24.05999947,0
30:00.0, 27-Oct-2022 00:00:00.000,437.6260071,712.8239746,24.05999947,0
40:00.0, 27-Oct-2022 00:10:00.000,437.6270142,712.8480225,24.05999947,0
50:00.0, 27-Oct-2022 00:20:00.000,437.6279907,712.8720093,24.05999947,0
00:00.0, 27-Oct-2022 00:30:00.000,437.6270142,712.8480225,24.05999947,0
10:00.0, 27-Oct-2022 00:40:00.000,437.6279907,712.8720093,24.05999947,0
20:00.0, 27-Oct-2022 00:50:00.000,437.6279907,712.8720093,24.05999947,0
30:00.0, 27-Oct-2022 01:00:00.000,437.6279907,712.8720093,24.05999947,0
40:00.0, 27-Oct-2022 01:10:00.000,437.6289978,712.8959961,24.05999947,0
50:00.0, 27-Oct-2022 01:20:00.000,437.6300049,712.9199829,24.05999947,0
00:00.0, 27-Oct-2022 01:30:00.000,437.6300049,712.9199829,24.05999947,0
10:00.0, 27-Oct-2022 01:40:00.000,437.631012,712.9439697,24.05999947,0
20:00.0, 27-Oct-2022 01:50:00.000,437.631012,712.9439697,24.05999947,0
30:00.0, 27-Oct-2022 02:00:00.000,437.6319885,712.9680176,24.05999947,0
40:00.0, 27-Oct-2022 02:10:00.000,437.6329956,712.9920044,24.05999947,0
50:00.0, 27-Oct-2022 02:20:00.000,437.6329956,712.9920044,24.05999947,0
00:00.0, 27-Oct-2022 02:30:00.000,437.6329956,712.9920044,24.05999947,0
10:00.0, 27-Oct-2022 02:40:00.000,437.6350098,713.039978,24.05999947,0
20:00.0, 27-Oct-2022 02:50:00.000,437.6340027,713.039978,24.05999947,0
30:00.0, 27-Oct-2022 03:00:00.000,437.6350098,713.039978,24.05999947,0
40:00.0, 27-Oct-2022 03:10:00.000,437.6359863,713.0640259,24.05999947,0
50:00.0, 27-Oct-2022 03:20:00.000,437.6369934,713.0880127,24.05999947,0
00:00.0, 27-Oct-2022 03:30:00.000,437.6380005,713.1119995,24.05999947,0
10:00.0, 27-Oct-2022 03:40:00.000,437.6390076,713.1359863,24.05999947,0
20:00.0, 27-Oct-2022 03:50:00.000,437.6390076,713.1599731,24.06999969,0
30:00.0, 27-Oct-2022 04:00:00.000,437.6400146,713.1599731,24.06999969,0
40:00.0, 27-Oct-2022 04:10:00.000,437.6409912,713.184021,24.06999969,0
50:00.0, 27-Oct-2022 04:20:00.000,437.6409912,713.2080078,24.06999969,0
00:00.0, 27-Oct-2022 04:30:00.000,437.6419983,713.2080078,24.06999969,0
10:00.0, 27-Oct-2022 04:40:00.000,437.644989,713.2559814,24.06999969,0
20:00.0, 27-Oct-2022 04:50:00.000,437.6440125,713.2559814,24.06999969,0
30:00.0, 27-Oct-2022 05:00:00.000,437.644989,713.2800293,24.06999969,0
40:00.0, 27-Oct-2022 05:10:00.000,437.6459961,713.2800293,24.06999969,0
50:00.0, 27-Oct-2022 05:20:00.000,437.644989,713.2800293,24.06999969,0
00:00.0, 27-Oct-2022 05:30:00.000,437.644989,713.3040161,24.06999969,0
10:00.0, 27-Oct-2022 05:40:00.000,437.644989,713.2800293,24.06999969,0
20:00.0, 27-Oct-2022 05:50:00.000,437.644989,713.2800293,24.06999969,0
30:00.0, 27-Oct-2022 06:00:00.000,437.644989,713.2800293,24.06999969,0
40:00.0, 27-Oct-2022 06:10:00.000,437.6459961,713.2800293,24.06999969,0
50:00.0, 27-Oct-2022 06:20:00.000,437.644989,713.2800293,24.06999969,0
00:00.0, 27-Oct-2022 06:30:00.000,437.644989,713.2559814,24.06999969,0
10:00.0, 27-Oct-2022 06:40:00.000,437.6380005,713.1119995,24.05999947,0
20:00.0, 27-Oct-2022 06:50:00.000,437.6340027,713.0159912,24.05999947,0
30:00.0, 27-Oct-2022 07:00:00.000,437.6350098,713.039978,24.05999947,0
40:00.0, 27-Oct-2022 07:10:00.000,437.631012,712.9439697,24.05999947,0
50:00.0, 27-Oct-2022 07:20:00.000,437.6319885,712.9680176,24.05999947,0
00:00.0, 27-Oct-2022 07:30:00.000,437.6359863,713.039978,24.05999947,0
10:00.0, 27-Oct-2022 07:40:00.000,437.6340027,713.0159912,24.05999947,0
20:00.0, 27-Oct-2022 07:50:00.000,437.6319885,712.9680176,24.05999947,0
30:00.0, 27-Oct-2022 08:00:00.000,437.631012,712.9439697,24.05999947,0
40:00.0, 27-Oct-2022 08:10:00.000,437.6289978,712.8959961,24.05999947,0
50:00.0, 27-Oct-2022 08:20:00.000,437.6260071,712.8239746,24.05999947,0
00:00.0, 27-Oct-2022 08:30:00.000,437.625,712.8239746,24.05999947,0
10:00.0, 27-Oct-2022 08:40:00.000,437.6229858,712.776001,24.05999947,0
20:00.0, 27-Oct-2022 08:50:00.000,437.6279907,712.8720093,24.05999947,0
30:00.0, 27-Oct-2022 09:00:00.000,437.631012,712.9439697,24.05999947,0
40:00.0, 27-Oct-2022 09:10:00.000,437.631012,712.9199829,24.05999947,0
50:00.0, 27-Oct-2022 09:20:00.000,437.6329956,712.9680176,24.05999947,0
00:00.0, 27-Oct-2022 09:30:00.000,437.6300049,712.9199829,24.05999947,0
10:00.0, 27-Oct-2022 09:40:00.000,437.6260071,712.8239746,24.05999947,0
20:00.0, 27-Oct-2022 09:50:00.000,437.625,712.7999878,24.05999947,0
30:00.0, 27-Oct-2022 10:00:00.000,437.625,712.7999878,24.05999947,0
40:00.0, 27-Oct-2022 10:10:00.000,437.6239929,712.776001,24.05999947,0
50:00.0, 27-Oct-2022 10:20:00.000,437.6260071,712.8239746,24.05999947,0
00:00.0, 27-Oct-2022 10:30:00.000,437.6270142,712.8480225,24.05999947,0
10:00.0, 27-Oct-2022 10:40:00.000,437.6279907,712.8720093,24.05999947,0
20:00.0, 27-Oct-2022 10:50:00.000,437.6279907,712.8480225,24.05999947,0
30:00.0, 27-Oct-2022 11:00:00.000,437.6260071,712.8239746,24.05999947,0
40:00.0, 27-Oct-2022 11:10:00.000,437.625,712.7999878,24.05999947,0
50:00.0, 27-Oct-2022 11:20:00.000,437.6229858,712.776001,24.05999947,0
00:00.0, 27-Oct-2022 11:30:00.000,437.6220093,712.7520142,24.05999947,0
10:00.0, 27-Oct-2022 11:40:00.000,437.6229858,712.7520142,24.05999947,0
20:00.0, 27-Oct-2022 11:50:00.000,437.625,712.776001,24.05999947,0
30:00.0, 27-Oct-2022 12:00:00.000,437.625,712.7999878,24.05999947,0
40:00.0, 27-Oct-2022 12:10:00.000,437.6239929,712.776001,24.05999947,0
50:00.0, 27-Oct-2022 12:20:00.000,437.6239929,712.776001,24.05999947,0
00:00.0, 27-Oct-2022 12:30:00.000,437.6229858,712.7520142,24.05999947,0
10:00.0, 27-Oct-2022 12:40:00.000,437.6220093,712.7280273,24.05999947,0
20:00.0, 27-Oct-2022 12:50:00.000,437.6220093,712.7280273,24.05999947,0
30:00.0, 27-Oct-2022 13:00:00.000,437.6210022,712.7280273,24.05999947,0
40:00.0, 27-Oct-2022 13:10:00.000,437.6210022,712.7039795,24.05999947,0
50:00.0, 27-Oct-2022 13:20:00.000,437.6220093,712.7280273,24.05999947,0
00:00.0, 27-Oct-2022 13:30:00.000,437.6220093,712.7280273,24.05999947,0
10:00.0, 27-Oct-2022 13:40:00.000,437.6220093,712.7280273,24.05999947,0
20:00.0, 27-Oct-2022 13:50:00.000,437.6210022,712.7039795,24.05999947,0
30:00.0, 27-Oct-2022 14:00:00.000,437.6210022,712.7039795,24.05999947,0
40:00.0, 27-Oct-2022 14:10:00.000,437.6210022,712.7039795,24.05999947,0
50:00.0, 27-Oct-2022 14:20:00.000,437.618988,712.6560059,24.04999924,0
00:00.0, 27-Oct-2022 14:30:00.000,437.6199951,712.6799927,24.05999947,0
10:00.0, 27-Oct-2022 14:40:00.000,437.618988,712.6799927,24.05999947,0
20:00.0, 27-Oct-2022 14:50:00.000,437.6199951,712.6560059,24.04999924,0
30:00.0, 27-Oct-2022 15:00:00.000,437.6239929,712.776001,24.05999947,0
40:00.0, 27-Oct-2022 15:10:00.000,437.6239929,712.776001,24.05999947,0
50:00.0, 27-Oct-2022 15:20:00.000,437.6239929,712.776001,24.05999947,0
00:00.0, 27-Oct-2022 15:30:00.000,437.6260071,712.8239746,24.05999947,0
10:00.0, 27-Oct-2022 15:40:00.000,437.6239929,712.776001,24.05999947,0
20:00.0, 27-Oct-2022 15:50:00.000,437.6239929,712.776001,24.05999947,0
30:00.0, 27-Oct-2022 16:00:00.000,437.625,712.7999878,24.05999947,0
40:00.0, 27-Oct-2022 16:10:00.000,437.625,712.7999878,24.05999947,0
50:00.0, 27-Oct-2022 16:20:00.000,437.6260071,712.8239746,24.05999947,0
00:00.0, 27-Oct-2022 16:30:00.000,437.6279907,712.8480225,24.05999947,0
10:00.0, 27-Oct-2022 16:40:00.000,437.6279907,712.8720093,24.05999947,0
20:00.0, 27-Oct-2022 16:50:00.000,437.6289978,712.8959961,24.05999947,0
30:00.0, 27-Oct-2022 17:00:00.000,437.6270142,712.8480225,24.05999947,0
40:00.0, 27-Oct-2022 17:10:00.000,437.6279907,712.8480225,24.05999947,0
50:00.0, 27-Oct-2022 17:20:00.000,437.6270142,712.8480225,24.05999947,0
00:00.0, 27-Oct-2022 17:30:00.000,437.6260071,712.8239746,24.05999947,0
10:00.0, 27-Oct-2022 17:40:00.000,437.6270142,712.8480225,24.05999947,0
20:00.0, 27-Oct-2022 17:50:00.000,437.6289978,712.8959961,24.05999947,0
30:00.0, 27-Oct-2022 18:00:00.000,437.6289978,712.8959961,24.05999947,0
40:00.0, 27-Oct-2022 18:10:00.000,437.6300049,712.9199829,24.05999947,0
50:00.0, 27-Oct-2022 18:20:00.000,437.6300049,712.9199829,24.05999947,0
00:00.0, 27-Oct-2022 18:30:00.000,437.6300049,712.9199829,24.05999947,0
10:00.0, 27-Oct-2022 18:40:00.000,437.6289978,712.8959961,24.05999947,0
20:00.0, 27-Oct-2022 18:50:00.000,437.6289978,712.8959961,24.05999947,0
30:00.0, 27-Oct-2022 19:00:00.000,437.6289978,712.9199829,24.05999947,0
40:00.0, 27-Oct-2022 19:10:00.000,437.6300049,712.9199829,24.05999947,0
50:00.0, 27-Oct-2022 19:20:00.000,437.6300049,712.9199829,24.05999947,0
00:00.0, 27-Oct-2022 19:30:00.000,437.6300049,712.9199829,24.05999947,0
10:00.0, 27-Oct-2022 19:40:00.000,437.631012,712.9439697,24.05999947,0
20:00.0, 27-Oct-2022 19:50:00.000,437.631012,712.9439697,24.05999947,0
30:00.0, 27-Oct-2022 20:00:00.000,437.631012,712.9439697,24.05999947,0
40:00.0, 27-Oct-2022 20:10:00.000,437.631012,712.9439697,24.05999947,0
50:00.0, 27-Oct-2022 20:20:00.000,437.631012,712.9439697,24.05999947,0
00:00.0, 27-Oct-2022 20:30:00.000,437.631012,712.9439697,24.05999947,0
10:00.0, 27-Oct-2022 20:40:00.000,437.6319885,712.9680176,24.05999947,0
20:00.0, 27-Oct-2022 20:50:00.000,437.6319885,712.9680176,24.05999947,0
30:00.0, 27-Oct-2022 21:00:00.000,437.6329956,712.9920044,24.05999947,0
40:00.0, 27-Oct-2022 21:10:00.000,437.6329956,712.9920044,24.05999947,0
50:00.0, 27-Oct-2022 21:20:00.000,437.6329956,712.9920044,24.05999947,0
00:00.0, 27-Oct-2022 21:30:00.000,437.6329956,712.9920044,24.05999947,0
10:00.0, 27-Oct-2022 21:40:00.000,437.6329956,712.9920044,24.05999947,0
20:00.0, 27-Oct-2022 21:50:00.000,437.6329956,712.9920044,24.05999947,0
30:00.0, 27-Oct-2022 22:00:00.000,437.6340027,712.9920044,24.05999947,0
40:00.0, 27-Oct-2022 22:10:00.000,437.6340027,713.0159912,24.05999947,0
50:00.0, 27-Oct-2022 22:20:00.000,437.6340027,713.0159912,24.05999947,0
00:00.0, 27-Oct-2022 22:30:00.000,437.6329956,713.0159912,24.05999947,0
10:00.0, 27-Oct-2022 22:40:00.000,437.6350098,713.039978,24.05999947,0
20:00.0, 27-Oct-2022 22:50:00.000,437.6340027,713.0159912,24.05999947,0
30:00.0, 27-Oct-2022 23:00:00.000,437.6329956,712.9680176,24.05999947,0
40:00.0, 27-Oct-2022 23:10:00.000,437.6340027,712.9920044,24.05999947,0
50:00.0, 27-Oct-2022 23:20:00.000,437.6319885,712.9680176,24.05999947,0
00:00.0, 27-Oct-2022 23:30:00.000,437.6329956,712.9920044,24.05999947,0
10:00.0, 27-Oct-2022 23:40:00.000,437.6340027,713.0159912,24.05999947,0
20:00.0, 27-Oct-2022 23:50:00.000,437.6340027,712.9920044,24.05999947,0
30:00.0, 28-Oct-2022 00:00:00.000,437.6340027,713.0159912,24.05999947,0
40:00.0, 28-Oct-2022 00:10:00.000,437.6340027,713.0159912,24.05999947,0
50:00.0, 28-Oct-2022 00:20:00.000,437.6350098,713.039978,24.05999947,0
00:00.0, 28-Oct-2022 00:30:00.000,437.6350098,713.0159912,24.05999947,0
10:00.0, 28-Oct-2022 00:40:00.000,437.6340027,713.0159912,24.05999947,0
20:00.0, 28-Oct-2022 00:50:00.000,437.6350098,713.039978,24.05999947,0
30:00.0, 28-Oct-2022 01:00:00.000,437.6359863,713.0640259,24.05999947,0
40:00.0, 28-Oct-2022 01:10:00.000,437.6359863,713.0640259,24.05999947,0
50:00.0, 28-Oct-2022 01:20:00.000,437.6380005,713.1119995,24.05999947,0
00:00.0, 28-Oct-2022 01:30:00.000,437.6390076,713.1359863,24.05999947,0
10:00.0, 28-Oct-2022 01:40:00.000,437.6400146,713.1599731,24.06999969,0
20:00.0, 28-Oct-2022 01:50:00.000,437.6400146,713.1599731,24.06999969,0
30:00.0, 28-Oct-2022 02:00:00.000,437.6409912,713.184021,24.06999969,0
40:00.0, 28-Oct-2022 02:10:00.000,437.6419983,713.2080078,24.06999969,0
50:00.0, 28-Oct-2022 02:20:00.000,437.644989,713.2559814,24.06999969,0
00:00.0, 28-Oct-2022 02:30:00.000,437.6440125,713.2559814,24.06999969,0
10:00.0, 28-Oct-2022 02:40:00.000,437.644989,713.2800293,24.06999969,0
20:00.0, 28-Oct-2022 02:50:00.000,437.644989,713.2800293,24.06999969,0
30:00.0, 28-Oct-2022 03:00:00.000,437.6430054,713.2559814,24.06999969,0
40:00.0, 28-Oct-2022 03:10:00.000,437.6430054,713.2319946,24.06999969,0
50:00.0, 28-Oct-2022 03:20:00.000,437.6440125,713.2800293,24.06999969,0
00:00.0, 28-Oct-2022 03:30:00.000,437.6430054,713.2319946,24.06999969,0
10:00.0, 28-Oct-2022 03:40:00.000,437.644989,713.2800293,24.06999969,0
20:00.0, 28-Oct-2022 03:50:00.000,437.6459961,713.3040161,24.06999969,0
30:00.0, 28-Oct-2022 04:00:00.000,437.6459961,713.3040161,24.06999969,0
40:00.0, 28-Oct-2022 04:10:00.000,437.6459961,713.3040161,24.06999969,0
50:00.0, 28-Oct-2022 04:20:00.000,437.6459961,713.3040161,24.06999969,0
00:00.0, 28-Oct-2022 04:30:00.000,437.6459961,713.3040161,24.06999969,0
10:00.0, 28-Oct-2022 04:40:00.000,437.644989,713.2800293,24.06999969,0
20:00.0, 28-Oct-2022 04:50:00.000,437.644989,713.2800293,24.06999969,0
30:00.0, 28-Oct-2022 05:00:00.000,437.6459961,713.2800293,24.06999969,0
40:00.0, 28-Oct-2022 05:10:00.000,437.644989,713.2800293,24.06999969,0
50:00.0, 28-Oct-2022 05:20:00.000,437.644989,713.2800293,24.06999969,0
00:00.0, 28-Oct-2022 05:30:00.000,437.644989,713.2800293,24.06999969,0
10:00.0, 28-Oct-2022 05:40:00.000,437.6430054,713.2559814,24.06999969,0
20:00.0, 28-Oct-2022 05:50:00.000,437.6419983,713.2080078,24.06999969,0
30:00.0, 28-Oct-2022 06:00:00.000,437.6419983,713.2080078,24.06999969,0
40:00.0, 28-Oct-2022 06:10:00.000,437.6409912,713.184021,24.06999969,0
50:00.0, 28-Oct-2022 06:20:00.000,437.6400146,713.1599731,24.06999969,0
00:00.0, 28-Oct-2022 06:30:00.000,437.6400146,713.1599731,24.06999969,0
10:00.0, 28-Oct-2022 06:40:00.000,437.6400146,713.1599731,24.06999969,0
20:00.0, 28-Oct-2022 06:50:00.000,437.6400146,713.1599731,24.06999969,0
30:00.0, 28-Oct-2022 07:00:00.000,437.6409912,713.184021,24.06999969,0
40:00.0, 28-Oct-2022 07:10:00.000,437.6390076,713.1599731,24.06999969,0
50:00.0, 28-Oct-2022 07:20:00.000,437.6390076,713.1359863,24.05999947,0
00:00.0, 28-Oct-2022 07:30:00.000,437.6390076,713.1359863,24.05999947,0
10:00.0, 28-Oct-2022 07:40:00.000,437.6369934,713.1119995,24.05999947,0
20:00.0, 28-Oct-2022 07:50:00.000,437.6369934,713.0880127,24.05999947,0
30:00.0, 28-Oct-2022 08:00:00.000,437.6369934,713.0880127,24.05999947,0
40:00.0, 28-Oct-2022 08:10:00.000,437.6369934,713.0640259,24.05999947,0
50:00.0, 28-Oct-2022 08:20:00.000,437.6359863,713.0640259,24.05999947,0
00:00.0, 28-Oct-2022 08:30:00.000,437.6359863,713.0640259,24.05999947,0
10:00.0, 28-Oct-2022 08:40:00.000,437.6369934,713.0880127,24.05999947,0
20:00.0, 28-Oct-2022 08:50:00.000,437.6359863,713.0640259,24.05999947,0
30:00.0, 28-Oct-2022 09:00:00.000,437.6350098,713.039978,24.05999947,0
40:00.0, 28-Oct-2022 09:10:00.000,437.6350098,713.039978,24.05999947,0
50:00.0, 28-Oct-2022 09:20:00.000,437.6340027,713.0159912,24.05999947,0
00:00.0, 28-Oct-2022 09:30:00.000,437.6340027,713.0159912,24.05999947,0
10:00.0, 28-Oct-2022 09:40:00.000,437.6329956,713.0159912,24.05999947,0
20:00.0, 28-Oct-2022 09:50:00.000,437.6329956,712.9920044,24.05999947,0
30:00.0, 28-Oct-2022 10:00:00.000,437.6340027,713.0159912,24.05999947,0
40:00.0, 28-Oct-2022 10:10:00.000,437.6329956,712.9920044,24.05999947,0
50:00.0, 28-Oct-2022 10:20:00.000,437.6329956,712.9920044,24.05999947,0
00:00.0, 28-Oct-2022 10:30:00.000,437.6329956,712.9920044,24.05999947,0
10:00.0, 28-Oct-2022 10:40:00.000,437.6319885,712.9680176,24.05999947,0
20:00.0, 28-Oct-2022 10:50:00.000,437.6319885,712.9680176,24.05999947,0
30:00.0, 28-Oct-2022 11:00:00.000,437.6329956,712.9920044,24.05999947,0
40:00.0, 28-Oct-2022 11:10:00.000,437.631012,712.9439697,24.05999947,0
50:00.0, 28-Oct-2022 11:20:00.000,437.631012,712.9439697,24.05999947,0
00:00.0, 28-Oct-2022 11:30:00.000,437.631012,712.9439697,24.05999947,0
10:00.0, 28-Oct-2022 11:40:00.000,437.6300049,712.9199829,24.05999947,0
20:00.0, 28-Oct-2022 11:50:00.000,437.6289978,712.8959961,24.05999947,0
30:00.0, 28-Oct-2022 12:00:00.000,437.6300049,712.9199829,24.05999947,0
40:00.0, 28-Oct-2022 12:10:00.000,437.6289978,712.8959961,24.05999947,0
50:00.0, 28-Oct-2022 12:20:00.000,437.6289978,712.8959961,24.05999947,0
00:00.0, 28-Oct-2022 12:30:00.000,437.6289978,712.8959961,24.05999947,0
10:00.0, 28-Oct-2022 12:40:00.000,437.6279907,712.8720093,24.05999947,0
20:00.0, 28-Oct-2022 12:50:00.000,437.6289978,712.8959961,24.05999947,0
30:00.0, 28-Oct-2022 13:00:00.000,437.6300049,712.9199829,24.05999947,0
40:00.0, 28-Oct-2022 13:10:00.000,437.6289978,712.8959961,24.05999947,0
50:00.0, 28-Oct-2022 13:20:00.000,437.6300049,712.9199829,24.05999947,0
00:00.0, 28-Oct-2022 13:30:00.000,437.6300049,712.9199829,24.05999947,0
10:00.0, 28-Oct-2022 13:40:00.000,437.6289978,712.8959961,24.05999947,0
20:00.0, 28-Oct-2022 13:50:00.000,437.6289978,712.8959961,24.05999947,0
30:00.0, 28-Oct-2022 14:00:00.000,437.6289978,712.8959961,24.05999947,0
40:00.0, 28-Oct-2022 14:10:00.000,437.6289978,712.8720093,24.05999947,0
50:00.0, 28-Oct-2022 14:20:00.000,437.6289978,712.8959961,24.05999947,0
00:00.0, 28-Oct-2022 14:30:00.000,437.6289978,712.8959961,24.05999947,0
10:00.0, 28-Oct-2022 14:40:00.000,437.6289978,712.8959961,24.05999947,0
20:00.0, 28-Oct-2022 14:50:00.000,437.6300049,712.9199829,24.05999947,0
30:00.0, 28-Oct-2022 15:00:00.000,437.6289978,712.8959961,24.05999947,0
40:00.0, 28-Oct-2022 15:10:00.000,437.6279907,712.8720093,24.05999947,0
50:00.0, 28-Oct-2022 15:20:00.000,437.6279907,712.8959961,24.05999947,0
00:00.0, 28-Oct-2022 15:30:00.000,437.6279907,712.8720093,24.05999947,0
10:00.0, 28-Oct-2022 15:40:00.000,437.6279907,712.8720093,24.05999947,0
20:00.0, 28-Oct-2022 15:50:00.000,437.6279907,712.8720093,24.05999947,0
30:00.0, 28-Oct-2022 16:00:00.000,437.6279907,712.8720093,24.05999947,0
40:00.0, 28-Oct-2022 16:10:00.000,437.6279907,712.8720093,24.05999947,0
50:00.0, 28-Oct-2022 16:20:00.000,437.6279907,712.8720093,24.05999947,0
00:00.0, 28-Oct-2022 16:30:00.000,437.6279907,712.8720093,24.05999947,0
10:00.0, 28-Oct-2022 16:40:00.000,437.6270142,712.8480225,24.05999947,0
20:00.0, 28-Oct-2022 16:50:00.000,437.6270142,712.8480225,24.05999947,0
30:00.0, 28-Oct-2022 17:00:00.000,437.6260071,712.8239746,24.05999947,0
40:00.0, 28-Oct-2022 17:10:00.000,437.6270142,712.8480225,24.05999947,0
50:00.0, 28-Oct-2022 17:20:00.000,437.6260071,712.8239746,24.05999947,0
00:00.0, 28-Oct-2022 17:30:00.000,437.6260071,712.8239746,24.05999947,0
10:00.0, 28-Oct-2022 17:40:00.000,437.6260071,712.8239746,24.05999947,0
20:00.0, 28-Oct-2022 17:50:00.000,437.6260071,712.8239746,24.05999947,0
30:00.0, 28-Oct-2022 18:00:00.000,437.6239929,712.776001,24.05999947,0
40:00.0, 28-Oct-2022 18:10:00.000,437.6229858,712.7520142,24.05999947,0
50:00.0, 28-Oct-2022 18:20:00.000,437.6229858,712.7520142,24.05999947,0
00:00.0, 28-Oct-2022 18:30:00.000,437.6210022,712.7280273,24.05999947,0
10:00.0, 28-Oct-2022 18:40:00.000,437.6210022,712.7039795,24.05999947,0
20:00.0, 28-Oct-2022 18:50:00.000,437.6220093,712.7280273,24.05999947,0
30:00.0, 28-Oct-2022 19:00:00.000,437.6220093,712.7280273,24.05999947,0
40:00.0, 28-Oct-2022 19:10:00.000,437.6210022,712.7039795,24.05999947,0
50:00.0, 28-Oct-2022 19:20:00.000,437.6199951,712.6799927,24.05999947,0
00:00.0, 28-Oct-2022 19:30:00.000,437.6199951,712.6799927,24.05999947,0
10:00.0, 28-Oct-2022 19:40:00.000,437.6199951,712.6799927,24.05999947,0
20:00.0, 28-Oct-2022 19:50:00.000,437.6180115,712.632019,24.04999924,0
30:00.0, 28-Oct-2022 20:00:00.000,437.6170044,712.6079712,24.04999924,0
40:00.0, 28-Oct-2022 20:10:00.000,437.6180115,712.6079712,24.04999924,0
50:00.0, 28-Oct-2022 20:20:00.000,437.6180115,712.632019,24.04999924,0
00:00.0, 28-Oct-2022 20:30:00.000,437.6170044,712.6079712,24.04999924,0
10:00.0, 28-Oct-2022 20:40:00.000,437.6170044,712.6079712,24.04999924,0
20:00.0, 28-Oct-2022 20:50:00.000,437.6170044,712.6079712,24.04999924,0
30:00.0, 28-Oct-2022 21:00:00.000,437.6159973,712.5839844,24.04999924,0
40:00.0, 28-Oct-2022 21:10:00.000,437.6149902,712.5599976,24.04999924,0
50:00.0, 28-Oct-2022 21:20:00.000,437.6149902,712.5599976,24.04999924,0
00:00.0, 28-Oct-2022 21:30:00.000,437.6149902,712.5599976,24.04999924,0
10:00.0, 28-Oct-2022 21:40:00.000,437.6140137,712.5360107,24.04999924,0
20:00.0, 28-Oct-2022 21:50:00.000,437.6140137,712.5599976,24.04999924,0
30:00.0, 28-Oct-2022 22:00:00.000,437.6140137,712.5360107,24.04999924,0
40:00.0, 28-Oct-2022 22:10:00.000,437.6140137,712.5360107,24.04999924,0
50:00.0, 28-Oct-2022 22:20:00.000,437.6119995,712.5120239,24.04999924,0
00:00.0, 28-Oct-2022 22:30:00.000,437.6109924,712.4639893,24.04999924,0
10:00.0, 28-Oct-2022 22:40:00.000,437.6119995,712.4879761,24.04999924,0
20:00.0, 28-Oct-2022 22:50:00.000,437.6109924,712.4639893,24.04999924,0
30:00.0, 28-Oct-2022 23:00:00.000,437.6099854,712.4400024,24.04999924,0
40:00.0, 28-Oct-2022 23:10:00.000,437.6099854,712.4400024,24.04999924,0
50:00.0, 28-Oct-2022 23:20:00.000,437.6090088,712.4160156,24.04999924,0
00:00.0, 28-Oct-2022 23:30:00.000,437.6099854,712.4400024,24.04999924,0
10:00.0, 28-Oct-2022 23:40:00.000,437.6099854,712.4400024,24.04999924,0
20:00.0, 28-Oct-2022 23:50:00.000,437.6090088,712.4160156,24.04999924,0
30:00.0, 29-Oct-2022 00:00:00.000,437.6090088,712.4160156,24.04999924,0
40:00.0, 29-Oct-2022 00:10:00.000,437.6090088,712.4400024,24.04999924,0
50:00.0, 29-Oct-2022 00:20:00.000,437.6080017,712.3920288,24.04999924,0
